name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bruck an der Mur, Austria",2006-04-02,20.1,5.2,11.8,20.1,5.2,11.8,4.5,65.2,3.995,100,16.67,rain,0,0,,20.5,348.5,1014.1,52.4,9.7,,,,,2006-04-02T06:36:18,2006-04-02T19:29:38,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-03,14.1,6,9.4,14.1,5.3,9.2,4.7,76.1,0.002,100,4.17,rain,0,0,,29.5,311.8,1015.4,86,11,,,,,2006-04-03T06:34:19,2006-04-03T19:31:03,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-04,14.1,1.1,8.3,14.1,1.1,8.1,0.1,63.3,0,0,0,,0,0,,24.1,146.6,1014.9,46.4,7.7,,,,,2006-04-04T06:32:20,2006-04-04T19:32:27,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-05,12.1,1.1,7.1,12.1,1.1,6.9,1.9,72,0,0,0,,0,0,,14.8,222.8,1006.6,90.6,10.4,,,,,2006-04-05T06:30:21,2006-04-05T19:33:51,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-06,9.1,-0.7,4.6,8.6,-4,2.7,0.2,74.8,0.001,100,4.17,"rain,snow",0,0,,35.3,357.2,1011.5,91.6,10.1,,,,,2006-04-06T06:28:23,2006-04-06T19:35:16,0.26,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-07,12,-3.7,4.5,12,-6.4,4,-4.8,59.9,0,0,0,,0,0,,11.2,170.2,1015.5,0,8,,,,,2006-04-07T06:26:25,2006-04-07T19:36:40,0.29,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-08,17.1,-1.9,7.1,17.1,-1.9,7.1,-1.8,60,0,0,0,,0,0,,18.4,140,1014.9,0,11.5,,,,,2006-04-08T06:24:27,2006-04-08T19:38:04,0.33,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-09,19.1,0.9,9.5,19.1,0.9,9.5,0.5,59.1,0,0,0,,0,0,,13,147.5,1011.9,45.9,11.1,,,,,2006-04-09T06:22:30,2006-04-09T19:39:28,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-10,19.1,5.3,12.3,19.1,5.3,12.2,4.8,62.4,0,0,0,,0,0,,29.5,189,1007.5,67.8,11.2,,,,,2006-04-10T06:20:34,2006-04-10T19:40:52,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-11,11,3.1,7.7,11,1.3,6.1,3.5,76.8,13.501,100,25,rain,0,0,,33.5,333.3,1007.2,92.8,8.6,,,,,2006-04-11T06:18:38,2006-04-11T19:42:16,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-12,13.1,4.3,7.8,13.1,2,5.9,-4.1,43.8,0,0,0,,0,0,,27.7,337.2,1009.8,89.2,11.2,,,,,2006-04-12T06:16:43,2006-04-12T19:43:41,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-13,15.1,3.1,8.5,15.1,3.1,8.3,-1.1,54,0.001,100,4.17,rain,0,0,,25.9,318.9,1011.2,75.4,10.3,,,,,2006-04-13T06:14:48,2006-04-13T19:45:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-14,19.1,5.1,11.3,19.1,5.1,11.2,2.9,60.1,0.002,100,8.33,rain,0,0,,10.8,44.4,1011.9,90,10.3,,,,,2006-04-14T06:12:54,2006-04-14T19:46:29,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-15,17.1,4,10.5,17.1,4,10.5,5.2,72.8,0,0,0,,0,0,,13,105.6,1016.3,71.9,10.2,,,,,2006-04-15T06:11:00,2006-04-15T19:47:53,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-16,14,8.1,10.8,14,8.1,10.8,9,89.4,0.009,100,12.5,rain,0,0,,14.4,235.1,1011.7,82.9,5.7,,,,,2006-04-16T06:09:08,2006-04-16T19:49:17,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-17,18.1,4.1,10.7,18.1,4.1,10.7,6,77.1,0,0,0,,0,0,,11.2,191.8,1012.6,55.6,8.4,,,,,2006-04-17T06:07:16,2006-04-17T19:50:41,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-18,15.1,8,11.5,15.1,8,11.4,8.1,81.6,1.998,100,8.33,rain,0,0,,10.8,79.7,1013,90.7,8.9,,,,,2006-04-18T06:05:25,2006-04-18T19:52:05,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-19,18.1,8.5,13.3,18.1,8.5,13.3,5.8,65.1,0.299,100,4.17,rain,0,0,,7.6,316.3,1013.2,83.5,10.6,,,,,2006-04-19T06:03:34,2006-04-19T19:53:29,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-20,20.1,4.1,12.5,20.1,4.1,12.5,4.5,64,0,0,0,,0,0,,22.3,102.5,1015.2,31.5,11.4,,,,,2006-04-20T06:01:45,2006-04-20T19:54:53,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-21,21.1,3.2,13,21.1,3.2,13,4,61.6,0,0,0,,0,0,,9.4,123.5,1017.1,21,10.7,,,,,2006-04-21T05:59:56,2006-04-21T19:56:17,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-22,23.1,4.7,14.1,23.1,4.7,14.1,5,61.2,0,0,0,,0,0,,14.8,149.5,1016,18.8,11.3,,,,,2006-04-22T05:58:09,2006-04-22T19:57:41,0.81,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-23,22.1,7.2,13.5,22.1,5.9,13.4,8.3,75.4,3.996,100,16.67,rain,0,0,,11.2,240.8,1015.2,53.5,11.2,,,,,2006-04-23T05:56:22,2006-04-23T19:59:04,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11229099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-24,23.1,8.1,15.1,23.1,8.1,15.1,8.2,69.3,1.997,100,4.17,rain,0,0,,13,132.4,1018,41.1,9.8,,,,,2006-04-24T05:54:36,2006-04-24T20:00:28,0.88,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-25,24.1,9.1,16.5,24.1,9.1,16.5,8.1,63.3,0.003,100,4.17,rain,0,0,,9.4,181.7,1017.7,48.4,11.5,,,,,2006-04-25T05:52:52,2006-04-25T20:01:51,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-26,23.1,10.4,16.3,23.1,10.4,16.3,9.3,66.3,0.001,100,4.17,rain,0,0,,14.4,42.6,1015.7,89.4,10.9,,,,,2006-04-26T05:51:08,2006-04-26T20:03:15,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999"
"Bruck an der Mur, Austria",2006-04-27,16.1,10.3,13.3,16.1,10.3,13.3,11.6,90.1,15.484,100,25,rain,0,0,,14.8,295.7,1013.8,93.1,10.2,,,,,2006-04-27T05:49:26,2006-04-27T20:04:38,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-28,14.1,10,12.4,14.1,10,12.4,12.1,97.7,24.287,100,33.33,rain,0,0,,9.4,222.4,1010.5,93.6,5.4,,,,,2006-04-28T05:47:44,2006-04-28T20:06:01,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-29,12.1,6.5,10.7,12.1,6.5,10.7,9.5,92.4,15.494,100,33.33,rain,0,0,,16.6,32.2,1008.2,91,8.5,,,,,2006-04-29T05:46:04,2006-04-29T20:07:24,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-04-30,9.1,2.8,6.5,8.1,1.6,5.3,3.9,84,16.286,100,29.17,rain,0,0,,27.7,335.9,1013,91.9,9.7,,,,,2006-04-30T05:44:25,2006-04-30T20:08:46,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-01,16.1,2.3,9.8,16.1,2.3,9.8,5.1,76.3,2.798,100,8.33,rain,0,0,,16.6,138.8,1013.2,74.2,11.2,,,,,2006-05-01T05:42:48,2006-05-01T20:10:09,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-02,19.1,5.8,11.7,19.1,5.8,11.7,7,75.6,0.003,100,8.33,rain,0,0,,11.2,108,1018.5,68.5,10.6,,,,,2006-05-02T05:41:11,2006-05-02T20:11:31,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-03,20.1,4.7,13.2,20.1,4.7,13.2,7.2,71.1,0,0,0,,0,0,,13,112.6,1022.6,42.5,10.5,,,,,2006-05-03T05:39:36,2006-05-03T20:12:53,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-04,18.1,9.1,13.9,18.1,9.1,13.9,6.4,64.6,0,0,0,,0,0,,18.4,94.3,1024.8,54.8,10.1,,,,,2006-05-04T05:38:03,2006-05-04T20:14:15,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-05,20.1,6.1,13.2,20.1,5.2,13.2,2.9,56.3,0,0,0,,0,0,,13,99.4,1025,20.5,11,,,,,2006-05-05T05:36:31,2006-05-05T20:15:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-06,21.1,4.2,13,21.1,4.2,13,3.9,59.1,0.001,100,4.17,rain,0,0,,24.1,58.7,1021.1,69.3,10.9,,,,,2006-05-06T05:35:00,2006-05-06T20:16:57,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-07,17.1,7.6,12.8,17.1,7.6,12.8,7.1,71.5,0.502,100,12.5,rain,0,0,,18.4,100,1020.2,48.8,11.1,,,,,2006-05-07T05:33:31,2006-05-07T20:18:17,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-08,20.1,5.2,13.1,20.1,5.2,13.1,5.5,66,0,0,0,,0,0,,13,103.1,1016.9,46.5,9,,,,,2006-05-08T05:32:03,2006-05-08T20:19:37,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-09,20.1,6.8,12.5,20.1,6.8,12.4,8,77.1,0.503,100,4.17,rain,0,0,,14.8,30,1013.1,52.6,10.9,,,,,2006-05-09T05:30:37,2006-05-09T20:20:57,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-10,21.1,7.8,15.1,21.1,7.8,15.1,5.1,58.3,0,0,0,,0,0,,25.9,329.4,1011.5,59.2,10.1,,,,,2006-05-10T05:29:12,2006-05-10T20:22:16,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-11,20.1,5.8,14.4,20.1,5.8,14.4,3.3,50.4,0,0,0,,0,0,,11.2,65,1016,30,11.1,,,,,2006-05-11T05:27:49,2006-05-11T20:23:35,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-12,24.1,4.6,16,24.1,4.6,16,5.2,54.2,0,0,0,,0,0,,16.6,114,1018.7,1.7,13.5,,,,,2006-05-12T05:26:28,2006-05-12T20:24:53,0.47,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-13,24.1,8.2,16.5,24.1,8.2,16.5,9.2,67.8,1,100,8.33,rain,0,0,,14.8,354.8,1017.1,82,11.2,,,,,2006-05-13T05:25:09,2006-05-13T20:26:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-14,22.1,10.1,14.2,22.1,10.1,14.2,11,82.9,0.005,100,8.33,rain,0,0,,20.5,315.4,1017.8,85.2,8.7,,,,,2006-05-14T05:23:51,2006-05-14T20:27:27,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-15,22.1,8.1,15.7,22.1,8.1,15.7,7.7,64.3,0,0,0,,0,0,,16.6,152.4,1020.9,27.8,8.8,,,,,2006-05-15T05:22:35,2006-05-15T20:28:43,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-16,26.1,9.4,17.1,26.1,9.4,17.1,11.4,73.3,0,0,0,,0,0,,9.4,80.5,1017.9,73.2,12.9,,,,,2006-05-16T05:21:21,2006-05-16T20:29:58,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-17,25.1,13.1,18.2,25.1,13.1,18.2,10.8,67.4,5.098,100,8.33,rain,0,0,,24.1,289.8,1017.1,72.7,12.7,,,,,2006-05-17T05:20:09,2006-05-17T20:31:12,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-18,26.1,8.4,18.3,26.1,8.4,18.3,12.2,71.2,0.5,100,4.17,rain,0,0,,7.6,46.3,1017.4,74.5,12.7,,,,,2006-05-18T05:18:59,2006-05-18T20:32:26,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-19,21.1,12.1,15.9,21.1,12.1,15.9,13.8,88.5,22.587,100,29.17,rain,0,0,,22.3,322.5,1013.4,88.3,11.2,,,,,2006-05-19T05:17:51,2006-05-19T20:33:38,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-20,17.1,9.8,13.5,17.1,9.8,13.5,10.9,85.4,27.893,100,25,rain,0,0,,18,254.5,1010.7,93.1,9.9,,,,,2006-05-20T05:16:44,2006-05-20T20:34:50,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-21,16.1,10,13.4,16.1,10,13.4,12.6,95.2,5.898,100,20.83,rain,0,0,,13,44.6,1010.9,92.5,9.3,,,,,2006-05-21T05:15:40,2006-05-21T20:36:01,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-22,25.1,9.8,17.1,25.1,9.8,17.1,11.7,75.6,0,0,0,,0,0,,16.6,180.9,1011.6,65.2,8,,,,,2006-05-22T05:14:38,2006-05-22T20:37:10,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-23,24.1,9.4,18.4,24.1,9.4,18.4,9.7,59.3,0,0,0,,0,0,,18.4,72.9,1014.4,64.3,11.6,,,,,2006-05-23T05:13:38,2006-05-23T20:38:19,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-24,17.1,8.1,11.6,17.1,8.1,11.6,9.9,89.9,5.311,100,29.17,rain,0,0,,10.8,265.6,1021.6,96.3,10,,,,,2006-05-24T05:12:40,2006-05-24T20:39:26,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-25,21.1,6.8,13.4,21.1,6.8,13.4,7.4,72,0,0,0,,0,0,,18.4,154.4,1021.7,49,8.1,,,,,2006-05-25T05:11:45,2006-05-25T20:40:32,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-26,23.1,9.8,16,23.1,9.8,16,9.6,70.5,1.004,100,16.67,rain,0,0,,13,14.1,1020.2,90.4,9.8,,,,,2006-05-26T05:10:51,2006-05-26T20:41:37,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-27,25.1,12.6,17.7,25.1,12.6,17.7,11.5,72.1,1.005,100,12.5,rain,0,0,,22.3,331.1,1018.7,75,13.8,,,,,2006-05-27T05:10:00,2006-05-27T20:42:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-28,27.1,10.9,18.5,26.6,10.9,18.5,11.4,67.1,0.006,100,12.5,rain,0,0,,27.7,350,1013.9,86.3,13.1,,,,,2006-05-28T05:09:11,2006-05-28T20:43:43,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-29,15.1,9.1,12.6,15.1,9.1,12.6,11.3,92.8,5.139,100,29.17,rain,0,0,,20.5,129,1012.1,88.6,9.9,,,,,2006-05-29T05:08:25,2006-05-29T20:44:44,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-30,12.1,7.8,10.2,12.1,7,10.1,6.6,80.3,0.001,100,4.17,rain,0,0,,11.2,280.2,1005.1,96.2,10,,,,,2006-05-30T05:07:41,2006-05-30T20:45:43,0.1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-05-31,17.1,5.1,11,17.1,5.1,10.9,0.7,53.2,0.001,100,4.17,rain,0,0,,16.6,313.2,1010.7,57.5,12.5,,,,,2006-05-31T05:06:59,2006-05-31T20:46:41,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-01,17.1,4.6,10,17.1,4.6,10,4.1,70.7,0.05,100,20.83,rain,0,0,,11.2,10,1017.4,80,11.6,,,,,2006-06-01T05:06:19,2006-06-01T20:47:37,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-06-02,13.1,3.3,9.7,13.1,3.3,9.5,3,64.6,2.007,100,16.67,rain,0,0,,33.5,331.8,1017.9,90.2,10.4,,,,,2006-06-02T05:05:42,2006-06-02T20:48:31,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-03,16.1,7.1,12.3,16.1,7.1,12.2,4.7,61.4,1.019,100,29.17,rain,0,0,,37.1,334,1016.2,91.4,10.8,,,,,2006-06-03T05:05:08,2006-06-03T20:49:24,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-04,19.1,8.1,13.9,19.1,8,13.9,4.5,55.9,1.004,100,20.83,rain,0,0,,20.5,319.7,1015.6,73.5,11.3,,,,,2006-06-04T05:04:36,2006-06-04T20:50:15,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-05,17.1,6.5,12.3,17.1,6.5,12.3,5.3,66.1,0.001,100,4.17,rain,0,0,,11.2,26.9,1019.4,93.3,10,,,,,2006-06-05T05:04:06,2006-06-05T20:51:04,0.3,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-06,14.1,6.8,10.8,14.1,6.8,10.8,8.7,87.1,8.406,100,20.83,rain,0,0,,20.5,54.1,1022.8,83.5,10.7,,,,,2006-06-06T05:03:39,2006-06-06T20:51:51,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-07,17.1,5.1,11.7,17.1,2.4,11.5,5.4,69.3,0.004,100,16.67,rain,0,0,,24.1,332.5,1024.3,60.5,12.8,,,,,2006-06-07T05:03:14,2006-06-07T20:52:36,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-08,19.1,4.4,13.2,19.1,4.4,13.2,4.5,60.9,0.001,100,4.17,rain,0,0,,7.6,42.8,1026.2,64.5,12.2,,,,,2006-06-08T05:02:52,2006-06-08T20:53:20,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-09,20.1,5.4,14.1,20.1,5.4,14.1,6.3,63.9,0.001,100,4.17,rain,0,0,,18.4,26.1,1024.5,57.2,10.9,,,,,2006-06-09T05:02:33,2006-06-09T20:54:01,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-10,19.1,10.6,14.2,19.1,10.6,14.2,8.2,71.2,0.803,100,16.67,rain,0,0,,16.6,13.8,1021.4,67,11.2,,,,,2006-06-10T05:02:16,2006-06-10T20:54:40,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-11,21.1,9,15.6,21.1,9,15.6,7,58.1,0,0,0,,0,0,,22.3,84.7,1026.8,60.3,11.4,,,,,2006-06-11T05:02:01,2006-06-11T20:55:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-12,25.3,6.9,17.6,25.3,6.9,17.6,8.6,62,0,0,0,,0,0,,7.6,116.7,1027.3,41.5,12.7,,,,,2006-06-12T05:01:49,2006-06-12T20:55:52,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-13,27.5,10.1,18.9,26.5,10.1,18.9,10.9,66.5,0.501,100,4.17,rain,0,0,,16.6,94.4,1022.8,52.2,13.9,,,,,2006-06-13T05:01:40,2006-06-13T20:56:25,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
