name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bruck an der Mur, Austria",2006-06-14,28.1,11.2,20,27.7,11.2,20,12.4,66.9,0,0,0,,0,0,,16.6,112.4,1017.7,36.7,11.4,,,,,2006-06-14T05:01:33,2006-06-14T20:56:55,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-15,28.1,12.2,21.4,27.7,12.2,21.3,13.3,64.4,0,0,0,,0,0,,14.8,127.4,1018.4,22,10.8,,,,,2006-06-15T05:01:29,2006-06-15T20:57:23,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-16,30.8,14.3,22.3,30.5,14.3,22.3,15.4,68.7,9.085,100,8.33,rain,0,0,,13,90.4,1017.6,28,11.5,,,,,2006-06-16T05:01:27,2006-06-16T20:57:49,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-06-17,27.1,15.3,21.2,27.3,15.3,21.2,16.6,77.3,1.004,100,12.5,rain,0,0,,11.2,155.7,1017.4,72.1,10.5,,,,,2006-06-17T05:01:28,2006-06-17T20:58:12,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-18,29.1,16.1,22.4,28.9,16.1,22.4,16.5,72.7,1.8,100,20.83,rain,0,0,,9.4,159.3,1018,56.5,9.8,,,,,2006-06-18T05:01:32,2006-06-18T20:58:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-19,32.1,17.8,23.9,32,17.8,24,17.8,72.7,1.513,100,12.5,rain,0,0,,18,144.3,1016,64.4,11.3,,,,,2006-06-19T05:01:37,2006-06-19T20:58:52,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-20,32.3,16.8,25.2,31.3,16.8,25,14.8,55.9,0.003,100,8.33,rain,0,0,,18.4,231.2,1017.3,20,12,,,,,2006-06-20T05:01:46,2006-06-20T20:59:08,0.81,Rain,Partly cloudy throughout the day with early morning rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-21,32.1,17.6,25.2,33.6,17.6,25.7,18.5,68.6,0,0,0,,0,0,,14.8,118,1015.5,90.8,11,,,,,2006-06-21T05:01:57,2006-06-21T20:59:21,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-22,30.1,17.5,22.7,29.8,17.5,22.8,18.5,79.7,6.107,100,8.33,rain,0,0,,13,141.8,1013.9,78.5,10.2,,,,,2006-06-22T05:02:10,2006-06-22T20:59:33,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-23,25.1,16.5,20.9,25.1,16.5,20.9,17.8,83.6,1.505,100,20.83,rain,0,0,,9.4,19,1016.3,87.6,10.1,,,,,2006-06-23T05:02:26,2006-06-23T20:59:41,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11229099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-24,29.1,17,23,29.2,17,23,17,71.5,0,0,0,,0,0,,10.8,99.9,1017.4,59.1,11.1,,,,,2006-06-24T05:02:44,2006-06-24T20:59:47,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-25,31.1,16.3,24,31,16.3,24.1,18.1,73,1.001,100,8.33,rain,0,0,,22.3,135.9,1016.2,38.1,11.9,,,,,2006-06-25T05:03:04,2006-06-25T20:59:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-26,35.1,17,26,34.8,17,26.2,17.6,65.3,0.002,100,8.33,rain,0,0,,16.6,169.1,1014.7,27.5,9.6,,,,,2006-06-26T05:03:27,2006-06-26T20:59:52,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-27,32.1,16.8,25.2,33.6,16.8,25.7,18.3,68.3,9.905,100,8.33,rain,0,0,,29.5,84.1,1017.4,48.9,10.8,,,,,2006-06-27T05:03:52,2006-06-27T20:59:50,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-28,31.1,16.1,22.7,30.7,16.1,22.6,16.3,72.1,1.029,100,8.33,rain,0,0,,14.8,188,1017.7,55.6,12.2,,,,,2006-06-28T05:04:20,2006-06-28T20:59:46,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-29,25.1,15.6,19.5,25.1,15.6,19.5,16.3,83.2,13.04,100,25,rain,0,0,,24.1,323.1,1018.2,74.6,10.4,,,,,2006-06-29T05:04:49,2006-06-29T20:59:39,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-06-30,27.1,14.3,20.9,26.5,14.3,20.9,11.7,59.2,0.304,100,12.5,rain,0,0,,24.1,335.9,1019.5,57.7,12.1,,,,,2006-06-30T05:05:21,2006-06-30T20:59:29,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-07-01,25.1,16.1,19.8,25.1,16.1,19.8,11.9,62.7,0.004,100,16.67,rain,0,0,,31.3,328.7,1021.3,83.7,10.6,,,,,2006-07-01T05:05:55,2006-07-01T20:59:17,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-02,23.1,13.5,18.9,23.1,13.5,18.9,14,75.1,0,0,0,,0,0,,14.8,73.5,1021.2,87.8,12,,,,,2006-07-02T05:06:31,2006-07-02T20:59:02,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-03,20.5,16,17.9,20.5,16,17.9,16.2,90.3,0.018,100,33.33,rain,0,0,,9.4,41,1021,88.7,8.2,,,,,2006-07-03T05:07:09,2006-07-03T20:58:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-04,24.1,16.1,19.6,24.1,16.1,19.6,14.6,75,0,0,0,,0,0,,9.4,82.9,1021.7,72.8,8.8,,,,,2006-07-04T05:07:49,2006-07-04T20:58:25,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-05,26.1,13.1,20.2,26.1,13.1,20.2,12.4,65.8,0,0,0,,0,0,,16.6,129.4,1022.8,26.4,8.4,,,,,2006-07-05T05:08:31,2006-07-05T20:58:03,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-06,28.1,13.1,21.5,27.9,13.1,21.5,14.3,67.2,0,0,0,,0,0,,14.8,113.7,1020.5,26.8,11.5,,,,,2006-07-06T05:09:15,2006-07-06T20:57:38,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-07,30.1,15.8,21.9,29.8,15.8,21.9,16.6,75,33.946,100,12.5,rain,0,0,,18.4,136.8,1016,54.7,10.7,,,,,2006-07-07T05:10:01,2006-07-07T20:57:10,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-08,29.1,15.8,21,28.6,15.8,20.9,16,76.9,11.894,100,8.33,rain,0,0,,20.5,346.8,1017.7,72.6,11.2,,,,,2006-07-08T05:10:49,2006-07-08T20:56:40,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-09,29.1,14.9,22.5,28.6,14.9,22.4,15.8,70.4,0.008,100,8.33,rain,0,0,,9.4,148.3,1019.5,35.2,12.7,,,,,2006-07-09T05:11:38,2006-07-09T20:56:08,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-10,29.1,14.7,22,29.3,14.7,22.1,16.9,75.6,0.504,100,8.33,rain,0,0,,18.4,330.7,1023.4,51.1,11,,,,,2006-07-10T05:12:29,2006-07-10T20:55:33,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-11,31.1,14.2,23.4,30.7,14.2,23.3,16.2,69.4,0,0,0,,0,0,,10.8,122.1,1023,29.8,12.2,,,,,2006-07-11T05:13:22,2006-07-11T20:54:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-12,30.1,17.6,23.3,30.1,17.6,23.3,17.3,72.2,2.006,100,12.5,rain,0,0,,9.4,317.9,1021.2,63.3,11.2,,,,,2006-07-12T05:14:16,2006-07-12T20:54:15,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-07-13,28.1,16.1,21.4,28.3,16.1,21.5,17.1,78.4,6.394,100,8.33,rain,0,0,,11.2,283.9,1020.2,44.1,11.3,,,,,2006-07-13T05:15:12,2006-07-13T20:53:33,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-14,29.1,16.6,21.3,28.9,16.6,21.3,17,79,3.01,100,8.33,rain,0,0,,22.3,336.9,1020.2,66.8,10.6,,,,,2006-07-14T05:16:10,2006-07-14T20:52:48,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-15,28.1,14.8,21.2,27.4,14.8,21.1,12.9,64.9,0,0,0,,0,0,,16.6,103.2,1024.4,34.2,10.9,,,,,2006-07-15T05:17:08,2006-07-15T20:52:01,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-16,27.1,11.5,19.5,26.3,11.5,19.4,8.9,55.8,0,0,0,,0,0,,13,120.2,1025,37.3,13.7,,,,,2006-07-16T05:18:09,2006-07-16T20:51:11,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-17,26.1,9.5,19.2,26.1,9.5,19.2,9.1,57.3,0,0,0,,0,0,,18.4,101.2,1024.7,10,11,,,,,2006-07-17T05:19:10,2006-07-17T20:50:19,0.75,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-18,28.1,11.5,20.8,27.4,11.5,20.7,12,62.5,0,0,0,,0,0,,10.8,95.5,1023.7,34.9,12.9,,,,,2006-07-18T05:20:13,2006-07-18T20:49:25,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-19,31.1,13.7,23.1,29.9,13.7,22.7,13.7,61.8,0,0,0,,0,0,,9.4,148.2,1022.5,25,10.6,,,,,2006-07-19T05:21:16,2006-07-19T20:48:29,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-20,32.1,15.1,24.3,31.1,15.1,24.1,15,61.5,0,0,0,,0,0,,11.2,111.5,1021.3,5.3,13.6,,,,,2006-07-20T05:22:22,2006-07-20T20:47:30,0.83,Clear,Clear conditions throughout the day.,clear-day,"11382099999,11170099999,11240099999,11078099999,11175099999,11292099999,11384099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-07-21,34.1,17.2,24.9,34.2,17.2,24.9,16.6,64.9,7.89,100,12.5,rain,0,0,,18,87.7,1020.5,34.3,12.5,,,,,2006-07-21T05:23:28,2006-07-21T20:46:29,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-22,33.1,17.6,25.1,32.7,17.6,25,16,61.5,0,0,0,,0,0,,13,108.5,1018.1,43.3,11.6,,,,,2006-07-22T05:24:35,2006-07-22T20:45:27,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-23,30.8,17.4,23,30.2,17.4,23.1,16.6,69.6,40.844,100,12.5,rain,0,0,,29.5,343,1018,72.4,11.2,,,,,2006-07-23T05:25:43,2006-07-23T20:44:22,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-24,30.1,16.8,23.4,29.8,16.8,23.4,17.3,72,0.004,100,8.33,rain,0,0,,9.4,152,1019.3,64.1,12,,,,,2006-07-24T05:26:52,2006-07-24T20:43:15,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-25,31.1,17.3,24,31,17.3,24.1,18,72.6,0,0,0,,0,0,,13,57.7,1018.9,39,11.5,,,,,2006-07-25T05:28:02,2006-07-25T20:42:06,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-26,33.1,16.6,24.7,32,16.6,24.5,16.9,67.7,0,0,0,,0,0,,11.2,114.2,1018.2,30.2,11.4,,,,,2006-07-26T05:29:13,2006-07-26T20:40:54,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-27,33.1,17.6,23.8,33.1,17.6,23.8,17.7,72.5,0.827,100,4.17,rain,0,0,,33.5,36.9,1017.1,79.3,11,,,,,2006-07-27T05:30:24,2006-07-27T20:39:41,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-28,33.1,16.1,23.7,31.6,16.1,23.4,15.2,65.7,0,0,0,,0,0,,14.4,132.4,1013,32.4,10.8,,,,,2006-07-28T05:31:36,2006-07-28T20:38:27,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-29,29.1,17.3,22.9,28.9,17.3,22.9,16.7,71.2,31.962,100,29.17,rain,0,0,,24.1,309.4,1008.9,65.6,10.7,,,,,2006-07-29T05:32:49,2006-07-29T20:37:10,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-30,31.1,17.3,24.1,30.1,17.3,23.8,16.1,66.8,0.801,100,8.33,rain,0,0,,18.4,8.4,1012.8,50.7,10.8,,,,,2006-07-30T05:34:03,2006-07-30T20:35:51,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-07-31,31.1,14.4,23.3,29.7,14.4,23.1,15.8,67.4,0,0,0,,0,0,,14.8,310.9,1014.3,51.7,11.1,,,,,2006-07-31T05:35:17,2006-07-31T20:34:31,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11229099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-08-01,23.1,17.2,20.4,23.1,17.2,20.4,18.5,89.2,16.882,100,20.83,rain,0,0,,13.1,328.3,1011.3,81.7,10.3,,,,,2006-08-01T05:36:32,2006-08-01T20:33:09,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11292099999,11175099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-08-02,20.1,14.8,18,20.1,14.8,18,16.1,89.3,6.094,100,16.67,rain,0,0,,7.2,258.2,1010.9,87.6,10.2,,,,,2006-08-02T05:37:47,2006-08-02T20:31:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-03,18.1,12.3,15.4,18.1,12.3,15.4,14.7,95.8,27.901,100,20.83,rain,0,0,,9.4,14.5,1006.1,96.4,8.7,,,,,2006-08-03T05:39:03,2006-08-03T20:30:19,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-04,19.1,10.8,14.7,19.1,10.8,14.7,12.6,88.4,0.011,100,25,rain,0,0,,14.4,249.2,1006.5,91.7,10.4,,,,,2006-08-04T05:40:19,2006-08-04T20:28:52,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-05,23.1,12.5,17.1,23.1,12.5,17.1,12,75.6,1.004,100,12.5,rain,0,0,,13,255.9,1011.1,73.4,9.3,,,,,2006-08-05T05:41:36,2006-08-05T20:27:24,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-06,23.1,14.1,17.8,23.1,14.1,17.8,12,72.6,0.01,100,29.17,rain,0,0,,11.2,285.9,1010.2,91.6,10.1,,,,,2006-08-06T05:42:53,2006-08-06T20:25:53,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-07,23.1,13.5,16.4,23.1,13.5,16.4,13.7,86.1,32.582,100,33.33,rain,0,0,,24.1,283.1,1007.2,94,10.1,,,,,2006-08-07T05:44:10,2006-08-07T20:24:22,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11185099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-08-08,27.1,14.3,21.2,26.3,14.3,21.2,8.5,47.4,0.008,100,12.5,rain,0,0,,24.1,331.2,1008.9,51.4,12.5,,,,,2006-08-08T05:45:28,2006-08-08T20:22:48,0.47,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-09,25.1,13.8,18.9,25.1,13.8,18.9,11.5,65.4,0.003,100,8.33,rain,0,0,,11.2,180.3,1011.5,62.6,12,,,,,2006-08-09T05:46:46,2006-08-09T20:21:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-10,22.1,13.3,18.3,22.1,13.3,18.3,11.9,68.2,0.001,100,4.17,rain,0,0,,11.2,241.8,1012.1,89.8,10.7,,,,,2006-08-10T05:48:04,2006-08-10T20:19:38,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-11,20.1,12.6,16.4,20.1,12.6,16.4,9.9,68.2,0,0,0,,0,0,,10.8,233.1,1010.9,87.4,11.3,,,,,2006-08-11T05:49:23,2006-08-11T20:18:00,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-12,13.1,10.5,12.1,13.1,10.5,12.1,11.4,96,17.015,100,16.67,rain,0,0,,7.6,294.1,1008.6,97.4,8.3,,,,,2006-08-12T05:50:42,2006-08-12T20:16:22,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-13,19.1,9.8,14.2,19.1,9.8,14.2,10.2,79.5,0.505,100,12.5,rain,0,0,,11.2,150.5,1008.7,68.5,11.2,,,,,2006-08-13T05:52:00,2006-08-13T20:14:42,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-14,21.1,9.1,14.9,21.1,9.1,14.9,11,80.3,0.501,100,8.33,rain,0,0,,9.4,158.4,1010.7,65.2,9.5,,,,,2006-08-14T05:53:19,2006-08-14T20:13:00,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-15,25.1,10.3,17.5,25.1,10.3,17.5,11.6,72.2,0.001,100,4.17,rain,0,0,,13,94.9,1013.2,34.7,11,,,,,2006-08-15T05:54:39,2006-08-15T20:11:18,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-16,25.1,11.5,17.9,25.1,11.5,17.9,12.8,74.9,0,0,0,,0,0,,16.6,192.8,1011.7,52.8,10.2,,,,,2006-08-16T05:55:58,2006-08-16T20:09:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-08-17,30.1,11.9,20.9,29,11.9,20.8,13.7,68.3,0,0,0,,0,0,,22.3,188.1,1010.3,23.3,10.8,,,,,2006-08-17T05:57:17,2006-08-17T20:07:50,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-18,31.1,14.7,22.9,29.9,14.7,22.8,15.3,67.1,0,0,0,,0,0,,24.1,192.8,1010.5,55.9,10.9,,,,,2006-08-18T05:58:37,2006-08-18T20:06:04,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-19,25.1,14,20.7,25.1,14,20.7,16,76.6,0,0,0,,0,0,,11.2,48,1017.2,47.8,11.6,,,,,2006-08-19T05:59:56,2006-08-19T20:04:17,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-20,28.1,12,20.7,28.6,12,20.7,15.3,75,7.238,100,12.5,rain,0,0,,26.9,52.3,1017.7,63.2,11.8,,,,,2006-08-20T06:01:16,2006-08-20T20:02:29,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-08-21,24.1,12.5,16.9,24.1,12.5,16.9,13.4,82.4,0.302,100,8.33,rain,0,0,,10.8,199.8,1019.8,80.5,12.2,,,,,2006-08-21T06:02:35,2006-08-21T20:00:41,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-22,24.1,11.1,17.1,24.1,11.1,17.1,12.5,77.9,0.502,100,8.33,rain,0,0,,18.4,98.6,1016.3,75.7,10.1,,,,,2006-08-22T06:03:55,2006-08-22T19:58:51,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-23,24.1,11.8,18.3,24.1,11.8,18.3,11.6,68.4,0,0,0,,0,0,,14.8,163.5,1016.3,46.9,13,,,,,2006-08-23T06:05:15,2006-08-23T19:57:00,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-24,26.1,10.8,17.3,26.1,10.8,17.3,13.6,82,0.014,100,4.17,rain,0,0,,16.6,101.8,1012.6,65.7,10.6,,,,,2006-08-24T06:06:34,2006-08-24T19:55:09,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-25,20.1,12.5,16.1,20.1,12.5,16.1,13.6,86.3,2.315,100,12.5,rain,0,0,,11.2,241.9,1010.4,79.1,10.4,,,,,2006-08-25T06:07:54,2006-08-25T19:53:17,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
